household_id,day,time_slot,electricity_usage,is_peak_usage
0,0,0,0.48040656978188,0
0,0,1,0.3988516149990474,0
0,0,2,0.6352525377376042,0
0,0,3,0.5966771339498328,0
0,0,4,0.34533596263449273,0
0,0,5,0.571705678490972,0
0,0,6,0.38432282515701355,0
0,0,7,0.8234938835927632,0
0,0,8,0.17972506561092805,0
0,0,9,0.15364133154470405,0
0,0,10,0.7602030378748796,0
0,0,11,0.6081775478304088,0
0,0,12,0.7450359144302596,0
0,0,13,0.5460876776382692,0
0,0,14,0.5211721580190725,0
0,0,15,0.6222684897139019,0
0,0,16,1.220599623374283,1
0,0,17,0.2385410550547114,0
0,0,18,0.3866331103640683,0
0,0,19,0.2512412506861371,0
0,0,20,0.15557418776469212,0
0,0,21,0.26765707012610934,0
0,0,22,0.4299530241871553,0
0,0,23,0.5891675000911292,0
0,1,0,0.5587760552554519,0
0,1,1,0.04163920010475247,0
0,1,2,0.45618902341478473,0
0,1,3,0.0,0
0,1,4,0.3653925587419512,0
0,1,5,0.1953423223130863,0
0,1,6,0.3979499806557016,0
0,1,7,0.5367947995829563,0
0,1,8,0.6045381148527169,0
0,1,9,0.40714912242474677,0
0,1,10,0.41020734065593617,0
0,1,11,1.147895184398125,1
0,1,12,0.5295749159288569,0
0,1,13,0.5792551256862126,0
0,1,14,0.3725387128060076,0
0,1,15,0.3887658192168456,0
0,1,16,0.3217405096712593,0
0,1,17,0.8461318176869854,0
0,1,18,0.4543344943757819,0
0,1,19,0.46416649658922315,0
0,1,20,0.5693973615585834,0
0,1,21,0.5652084876913425,0
0,1,22,0.5271198140314031,0
0,1,23,0.5859204531534296,0
0,2,0,0.4701706692732534,0
0,2,1,0.4779829767653217,0
0,2,2,1.5738214581521102,1
0,2,3,0.2852128330627376,0
0,2,4,0.14782216747741123,0
0,2,5,0.42444179188217684,0
0,2,6,0.22372153798514405,0
0,2,7,0.5644126085396762,0
0,2,8,0.4850113199272524,0
0,2,9,0.732315994252785,0
0,2,10,0.47388192436886983,0
0,2,11,0.4849359805918073,0
0,2,12,0.7254452345916368,0
0,2,13,0.5238989202408361,0
0,2,14,0.7859327044286878,0
0,2,15,0.6028422101454664,0
0,2,16,0.41564351455076076,0
0,2,17,0.7610507296259829,0
0,2,18,0.8315165719217614,0
0,2,19,0.20083606665630205,0
0,2,20,0.5977996281092437,0
0,2,21,0.237312692772862,0
0,2,22,0.8093710437893284,0
0,2,23,0.8645074018206251,0
0,3,0,0.516080013436657,0
0,3,1,0.5920993552626743,0
0,3,2,0.6951278705473982,0
0,3,3,1.4656602766431537,1
0,3,4,0.2697296532854231,0
0,3,5,0.664602572759194,0
0,3,6,0.5804468019344676,0
0,3,7,0.4475081265702603,0
0,3,8,0.7889285504299299,0
0,3,9,0.6376349499955651,0
0,3,10,0.29668976016379583,0
0,3,11,0.763243135644979,0
0,3,12,0.4572200715786973,0
0,3,13,0.36162612744094025,0
0,3,14,0.24102471215454352,0
0,3,15,0.2674235784466831,0
0,3,16,0.33775768843436427,0
0,3,17,0.6510767150863827,0
0,3,18,0.5193729176886908,0
0,3,19,0.6415858450453772,0
0,3,20,0.5469151607788718,0
0,3,21,0.4296530979639191,0
0,3,22,0.1797000072340355,0
0,3,23,0.6254111504454468,0
0,4,0,0.42828723460787327,0
0,4,1,0.08348786292461269,0
0,4,2,0.7889411547948115,0
0,4,3,0.8249825512650686,0
0,4,4,0.43439752805594345,0
0,4,5,0.3746998597737449,0
0,4,6,0.6985408934402714,0
0,4,7,0.44076659914319083,0
0,4,8,0.8746728002659638,0
0,4,9,1.91679838419448,1
0,4,10,0.6661580143749775,0
0,4,11,0.6778701783643142,0
0,4,12,0.41721798616454303,0
0,4,13,0.6869325093069282,0
0,4,14,0.22454973685907403,0
0,4,15,0.7489674938248072,0
0,4,16,0.4977825038257035,0
0,4,17,0.638577209104846,0
0,4,18,0.37136106609075054,0
0,4,19,0.4332749984465154,0
0,4,20,0.6186494706095202,0
0,4,21,0.011846637366037693,0
0,4,22,0.28487008431780914,0
0,4,23,0.7651075049023894,0
0,5,0,0.33437722894515,0
0,5,1,0.7050713644133576,0
0,5,2,0.38750960110767646,0
0,5,3,0.3936717153742445,0
0,5,4,1.1255568973215926,1
0,5,5,0.5057512453907658,0
0,5,6,0.538494673279309,0
0,5,7,0.5349140057837394,0
0,5,8,0.28114767824833287,0
0,5,9,0.5408511262183483,0
0,5,10,0.22217899367255872,0
0,5,11,0.4886992099177383,0
0,5,12,0.251813541657645,0
0,5,13,0.49060353871541235,0
0,5,14,0.8556263611549528,0
0,5,15,0.3734783598816047,0
0,5,16,0.5034954976977523,0
0,5,17,0.7315757467597919,0
0,5,18,0.17664065381604055,0
0,5,19,0.4669373361899815,0
0,5,20,0.8435047559350211,0
0,5,21,0.5721315448598252,0
0,5,22,0.8259001436067892,0
0,5,23,0.4342954391737151,0
0,6,0,0.20014414215694482,0
0,6,1,0.5082252508785307,0
0,6,2,0.3569969476895115,0
0,6,3,0.06575504408728089,0
0,6,4,0.6072443258298477,0
0,6,5,0.3824399149400336,0
0,6,6,0.5906928258501876,0
0,6,7,0.43848034267197805,0
0,6,8,1.635715141105928,1
0,6,9,0.7867396479903863,0
0,6,10,0.10477832382993563,0
0,6,11,0.8850566525195998,0
