user.key;datetime;meter.reading;diff
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 01:30:27;90348;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 02:30:27;90348;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 03:30:27;90348;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 04:30:27;90348;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 05:30:27;90348;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 06:30:27;90348;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 07:30:27;90370;22
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 08:30:27;90496;126
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 09:30:27;90508;12
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 10:30:26;90508;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 11:30:26;90508;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 12:30:26;90569;61
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 13:30:26;90637;68
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 14:30:27;90726;89
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 15:30:27;90728;2
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 16:30:27;90773;45
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 17:30:27;90773;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 18:30:28;90780;7
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 19:30:28;90780;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 20:30:28;90808;28
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 21:30:28;90848;40
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 22:30:25;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;01/03/2016 23:30:25;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 00:30:25;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 01:30:25;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 02:30:26;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 03:30:26;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 04:30:26;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 05:30:26;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 06:30:24;90848;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 07:30:24;90863;15
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 08:30:24;90947;84
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 09:30:24;90959;12
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 10:30:24;90959;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 11:30:24;90959;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 12:30:24;90959;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 13:30:24;90959;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 14:30:24;90966;7
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 15:30:24;90979;13
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 16:30:24;90979;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 17:30:24;90986;7
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 18:30:22;90986;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 19:30:22;90998;12
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 20:30:22;91008;10
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 21:30:22;91008;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 22:30:21;91008;0
d986766e-b6bb-4106-8143-e8c64d763817;02/03/2016 23:30:21;91019;11
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 00:30:21;91035;16
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 01:30:21;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 02:30:22;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 03:30:22;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 04:30:22;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 05:30:22;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 06:30:56;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 07:30:56;91035;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 08:30:56;91162;127
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 09:30:56;91178;16
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 10:30:23;91185;7
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 11:30:23;91195;10
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 12:30:23;91278;83
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 13:30:23;91458;180
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 14:30:23;91458;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 15:30:23;91471;13
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 16:30:23;91506;35
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 17:30:23;91512;6
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 18:30:28;91515;3
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 19:30:28;91515;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 20:30:28;91515;0
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 21:30:28;91516;1
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 22:30:19;91524;8
d986766e-b6bb-4106-8143-e8c64d763817;03/03/2016 23:30:19;91530;6
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 00:30:19;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 01:30:19;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 02:30:20;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 03:30:20;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 04:30:20;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 05:30:20;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 06:30:19;91530;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 07:30:19;91618;88
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 08:30:19;91686;68
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 09:30:19;91686;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 10:30:23;91686;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 11:30:23;91686;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 12:30:23;91686;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 13:30:23;91686;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 14:30:20;91686;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 15:30:20;91702;16
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 16:30:20;91702;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 17:30:20;91710;8
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 18:30:18;91710;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 19:30:18;91730;20
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 20:30:18;91780;50
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 21:30:18;91780;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 22:31:47;91780;0
d986766e-b6bb-4106-8143-e8c64d763817;04/03/2016 23:31:47;91780;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 00:31:47;91780;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 01:31:47;91787;7
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 02:30:21;91787;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 03:30:21;91787;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 04:30:21;91787;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 05:30:21;91787;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 10:30:17;91899;112
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 11:30:17;92000;101
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 12:30:17;92000;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 13:30:17;92007;7
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 14:30:16;92007;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 15:30:16;92011;4
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 16:30:16;92011;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 17:30:16;92116;105
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 18:31:42;92130;14
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 19:31:42;92130;0
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 20:31:42;92132;2
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 21:31:42;92138;6
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 22:30:16;92144;6
d986766e-b6bb-4106-8143-e8c64d763817;05/03/2016 23:30:16;92144;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 00:30:16;92150;6
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 01:30:16;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 02:30:15;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 03:30:15;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 04:30:15;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 05:30:15;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 06:30:31;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 07:30:31;92150;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 08:30:31;92157;7
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 09:30:31;92172;15
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 10:30:27;92209;37
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 11:30:27;92221;12
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 12:30:27;92261;40
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 13:30:27;92278;17
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 14:30:15;92296;18
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 15:30:15;92296;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 16:30:15;92302;6
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 17:30:15;92302;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 18:30:16;92359;57
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 19:30:16;92475;116
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 20:30:16;92475;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 21:30:16;92475;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 22:30:26;92475;0
d986766e-b6bb-4106-8143-e8c64d763817;06/03/2016 23:30:26;92475;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 00:30:26;92482;7
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 01:30:26;92482;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 02:30:19;92482;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 03:30:19;92482;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 04:30:19;92482;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 05:30:19;92482;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 06:30:11;92482;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 07:30:11;92497;15
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 08:30:11;92622;125
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 09:30:11;92624;2
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 10:30:49;92624;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 11:30:49;92624;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 12:30:49;92624;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 13:30:49;92624;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 14:30:11;92624;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 15:30:11;92637;13
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 16:30:11;92637;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 17:30:11;92637;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 18:30:12;92637;0
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 19:30:12;92643;6
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 20:30:12;92735;92
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 21:30:12;92741;6
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 22:30:24;92751;10
d986766e-b6bb-4106-8143-e8c64d763817;07/03/2016 23:30:24;92769;18
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 00:30:24;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 01:30:24;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 02:30:27;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 03:30:27;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 04:30:27;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 05:30:27;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 06:31:22;92769;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 07:31:22;92794;25
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 08:31:22;92915;121
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 09:31:22;92924;9
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 10:30:11;92926;2
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 11:30:11;92966;40
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 12:30:11;92972;6
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 13:30:11;92972;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 14:30:11;92996;24
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 15:30:11;93076;80
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 16:30:11;93099;23
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 17:30:11;93113;14
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 18:30:11;93113;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 19:30:11;93142;29
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 20:30:11;93173;31
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 21:30:11;93175;2
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 22:30:23;93175;0
d986766e-b6bb-4106-8143-e8c64d763817;08/03/2016 23:30:23;93175;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 00:30:23;93175;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 01:30:23;93185;10
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 02:30:10;93185;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 03:30:10;93185;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 04:30:10;93185;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 05:30:10;93185;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 06:30:08;93185;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 07:30:08;93191;6
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 08:30:08;93295;104
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 09:30:08;93350;55
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 10:30:08;93450;100
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 11:30:08;93457;7
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 12:30:08;93468;11
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 13:30:08;93481;13
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 14:30:09;93481;0
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 15:30:09;93484;3
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 16:30:09;93494;10
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 17:30:09;93500;6
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 18:30:25;93507;7
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 19:30:25;93512;5
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 20:30:25;93523;11
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 21:30:25;93529;6
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 22:30:07;93532;3
d986766e-b6bb-4106-8143-e8c64d763817;09/03/2016 23:30:07;93539;7
d986766e-b6bb-4106-8143-e8c64d763817;10/03/2016 00:30:07;93539;0
d986766e-b6bb-4106-8143-e8c64d763817;10/03/2016 01:30:07;93539;0
d986766e-b6bb-4106-8143-e8c64d763817;10/03/2016 02:30:08;93539;0
d986766e-b6bb-4106-8143-e8c64d763817;10/03/2016 03:30:08;93539;0
d986766e-b6bb-4106-8143-e8c64d763817;10/03/2016 04:30:08;93539;0
d986766e-b6bb-4106-8143-e8c64d763817;10/03/2016 05:30:08;93539;0
