household_id,day,time_slot,electricity_usage,is_peak_usage
2,16,11,0.01605095051764749,0
2,1,17,0.5133981434449744,0
2,4,12,0.30897548413012943,0
2,26,20,0.15906059730074573,0
2,2,8,0.5478616933640692,0
2,6,14,0.5564415285779869,0
2,19,8,0.6779832665130338,0
2,13,12,0.7544974893197478,0
2,22,3,0.4633643462189543,0
2,1,0,0.5243010022803432,0
2,22,13,0.4022804836014672,0
2,10,20,0.6637261323559798,0
2,22,22,0.44780903340814837,0
2,12,14,0.9381650319745504,0
2,17,23,0.7193506853599881,0
2,4,14,0.912504983848629,0
2,3,10,0.6022831001859907,0
2,2,3,0.467164117675899,0
2,28,7,0.6332332130943324,0
2,24,0,0.2725717238927555,0
2,24,13,0.5396970638677064,0
2,11,17,0.27125475853586767,0
2,10,17,0.30420895077854593,0
2,26,15,0.6230060387544638,0
2,13,6,0.7426632818371284,0
2,0,18,0.6800353973824933,0
2,10,4,0.5264273442671962,0
2,16,10,0.5480942498660414,0
2,25,3,0.5895723495503588,0
2,20,19,0.493965666674173,0
2,2,13,0.7300581061832322,0
2,7,14,0.8676367353590245,0
2,21,2,0.5600948719221657,0
2,1,5,0.45470422161969465,0
2,8,12,0.39733775433532603,0
2,29,5,0.7919463750075881,0
2,11,1,0.47374860658153906,0
2,14,20,0.27706292774800406,0
2,19,13,0.3747619935556867,0
2,27,19,0.2495213111173762,0
2,18,17,0.40428451107570657,0
2,18,0,0.5781226355458724,0
2,25,19,0.3077023260688925,0
2,10,16,1.7684088161141753,1
2,14,17,0.6697533005212848,0
2,18,7,0.627258633687722,0
2,7,8,0.6230734968026107,0
2,9,23,0.7168959166146142,0
2,17,18,0.32549693688162573,0
2,5,17,0.38694304472018365,0
2,8,4,0.6704702713788945,0
2,28,2,0.7117008600902356,0
2,6,19,0.3841489534314307,0
2,14,19,0.23558013601102845,0
2,26,7,0.5937211592999183,0
2,19,14,0.5030757962744211,0
2,24,2,0.5042764422209411,0
2,19,12,0.31050157300524506,0
2,13,7,0.4698788161126313,0
2,22,6,0.3281824115271861,0
2,4,8,1.727505849005933,1
2,4,18,0.484071721750857,0
2,28,3,0.4039245018039356,0
2,8,20,0.43020306067528286,0
2,26,21,1.7533518040757348,1
2,15,21,0.5653597819779562,0
2,3,20,0.6010848186433398,0
2,0,7,0.4610109583142083,0
2,3,17,0.30531065172010474,0
2,22,17,0.35615133240740676,0
2,28,16,0.4943819373183955,0
2,22,10,0.6234060340641392,0
2,22,23,0.24244491094035242,0
2,24,22,0.5215390011293565,0
2,29,1,0.6727193318493181,0
2,5,20,0.09406522645208354,0
2,1,4,0.334623929192028,0
2,1,19,0.18749082862269145,0
2,1,18,0.6031878435408199,0
2,3,1,0.3743030272207907,0
2,6,23,0.4245443588232622,0
2,23,5,0.6340439794554678,0
2,26,5,0.07666724782059997,0
2,2,18,1.4970776329223003,1
2,0,11,0.7780999562481494,0
2,13,14,0.4075807962697203,0
2,24,10,0.5331317887137065,0
2,7,10,0.7171964232350064,0
2,11,22,0.12363019090047217,0
2,22,19,0.527150775983533,0
2,18,2,0.4727105073291657,0
2,28,12,0.7733672921210892,0
2,18,19,0.33012261696881895,0
2,7,9,0.31291225959108093,0
2,21,9,0.1892482467967871,0
2,27,1,0.5028546135672868,0
2,3,11,0.563494386946218,0
2,9,2,0.506032314507025,0
2,20,5,0.5683457829480869,0
2,21,3,0.6244414288086804,0
2,19,11,0.5670477374139897,0
2,25,21,0.7784944325885146,0
2,26,9,0.5132191119311545,0
2,17,14,0.5971924565854543,0
2,3,7,0.21077439348796756,0
2,0,23,0.3853124356915524,0
2,0,15,0.4243091896307081,0
2,17,3,0.7851873162958231,0
2,18,13,0.5559685321995217,0
2,11,11,0.6416428846513115,0
2,10,7,0.6984921662989053,0
2,12,8,0.5162125741387313,0
2,22,1,0.373018616051517,0
2,20,7,0.3890256574458485,0
2,11,0,0.33627666407908463,0
2,15,20,0.4901933253133044,0
2,13,19,0.47957431199300016,0
2,13,22,0.4276377321534865,0
2,17,17,0.45549163281712035,0
2,0,9,0.5803542565117148,0
2,10,9,0.38194490332804343,0
2,0,22,0.5790618924916968,0
2,9,5,0.5848468519423797,0
2,26,4,0.6789155358487513,0
2,29,8,0.5457153055035795,0
2,15,2,1.3099785130465382,1
2,25,1,0.4598501672894272,0
2,8,11,0.4831481106330991,0
2,17,21,0.594064462105658,0
2,3,21,0.7618945792701426,0
2,23,7,0.04530074817693919,0
2,11,20,0.45837662854549205,0
2,16,21,0.7007133120366571,0
2,7,16,0.4301366407763605,0
2,24,4,0.7245727907467615,0
2,13,2,0.41396867288163264,0
2,6,9,0.257504595070418,0
2,3,3,0.358193257667059,0
2,15,0,0.263397001333575,0
2,11,13,0.690627326782649,0
2,2,20,0.33147601572195395,0
2,17,1,0.5158000167222125,0
2,7,20,0.1767378783126824,0
2,11,7,1.309773654853765,1
2,9,20,0.36611796103348965,0
2,3,16,0.6762569562865537,0
2,25,9,0.35667202598955106,0
2,4,21,0.5856614194415297,0
2,5,5,0.8615752317598381,0
2,24,14,0.18580132886506556,0
2,12,1,0.6236969025573045,0
2,9,22,1.3281146229355412,1
2,0,0,0.21783510038242493,0
2,29,15,0.18230709191648836,0
2,13,20,0.5818516775194486,0
2,21,12,0.31958968912849794,0
2,15,9,0.8437700980809644,0
2,11,14,0.5574248330403648,0
2,4,20,0.287521294370624,0
2,9,12,0.46312866985658085,0
2,13,21,0.28037090439383067,0
2,14,10,1.0265848873859702,0
2,11,10,0.5037699245889695,0
2,28,15,0.38239228430822503,0
2,6,0,0.5858662043639804,0
2,17,4,0.7616448155651081,0
2,16,20,0.4729491349212615,0
2,27,2,0.309212116120671,0
2,21,19,0.4342763048502031,0
2,11,4,0.369999483835308,0
2,20,17,0.41794371280580056,0
2,12,19,0.48501783106899626,0
2,12,22,0.24662110569522971,0
2,1,22,0.2491421153661501,0
2,10,21,0.2589992957801945,0
2,8,3,0.16157622228855617,0
2,29,23,0.7163884119481698,0
2,25,2,0.8926317534320256,1
2,4,11,0.41927030735160065,0
2,20,14,1.4905334257799507,1
2,22,9,0.5887227845364357,0
2,14,13,0.36469897571017285,0
2,4,4,0.5135711021054806,0
2,16,15,0.43262043488330176,0
2,26,19,0.5483872738947143,0
2,21,17,0.3198758530704262,0
2,15,1,0.5648799943575822,0
2,7,11,0.3928073109771904,0
2,12,16,0.4281954872288429,0
2,25,17,0.48302203629952933,0
2,28,19,0.30684851687874815,0
2,6,5,0.6007636836880362,0
2,5,4,0.5608385839106843,0
2,23,16,0.49176610461749,0
2,26,0,0.5612028796035793,0
2,7,17,0.49611607882245345,0
2,28,20,0.6623880656790584,0
2,17,16,0.6342074025359612,0
2,15,11,0.5169565729287917,0
2,29,13,0.6136960450549197,0
2,21,14,0.7250869568829539,0
2,13,9,0.7220604723965528,0
2,29,7,0.38031481293128794,0
2,5,22,0.7514119913378186,0
2,5,21,0.6527182201239712,0
2,17,15,0.5698345080623713,0
2,13,8,0.35724922874586984,0
2,0,19,1.7616667090098037,1
2,7,4,0.41290272588603133,0
2,24,8,0.5602088952548903,0
2,13,0,1.419386066421133,1
2,27,21,0.6773774780194601,0
2,0,12,0.277717397573113,0
2,12,17,0.5464257023717339,0
2,14,18,0.5060991009507196,0
2,1,1,0.47996918470400946,0
2,22,7,0.7390672236005631,0
2,7,1,0.5663960661138029,0
2,1,14,0.6768090792722099,0
2,23,20,0.3699966662659093,0
2,10,5,0.7661234071019178,0
2,12,10,0.5524724760647325,0
2,19,9,0.13333176709871342,0
2,11,8,0.7821864759492541,0
2,6,10,0.7915910467131382,0
2,5,6,0.5701570351509618,0
2,28,6,0.4665607713855296,0
2,14,5,0.4971603951177322,0
2,11,23,0.3902550184518077,0
2,4,17,0.7824441110830859,0
2,16,12,1.0431893144625763,0
2,7,5,0.6026211596352166,0
2,21,7,0.6340961234482425,0
2,29,2,0.6159286458645294,0
2,2,9,0.7858648525425709,0
2,27,11,0.32024319033537435,0
2,9,6,0.5286678335212461,0
2,11,16,0.5723007050412203,0
2,0,17,0.46781901839016143,0
2,29,22,0.5314107210802901,0
2,13,10,0.2633187623466937,0
2,10,15,0.2669114659559961,0
2,18,15,0.5515521765720222,0
2,28,17,0.455975263942006,0
2,7,22,0.28643941568416137,0
2,23,23,0.5677629201621474,0
2,26,11,0.3363827900778995,0
2,18,4,0.5894798692933585,0
2,3,22,0.38637153403313307,0
2,7,12,0.6616115596562291,0
2,12,13,0.23427895608088734,0
2,29,11,0.5960609306026597,0
2,22,0,0.5596754905202358,0
2,20,6,0.5156697337925188,0
2,20,3,0.466073176180969,0
2,26,10,0.3310567076487809,0
2,24,18,0.7071166575245944,0
2,0,5,0.5340596724324789,0
2,29,9,0.8604329616862891,0
2,1,21,0.6588529359243654,0
2,17,20,0.6950102190606937,0
