household_id,day,time_slot,electricity_usage,is_peak_usage
4,16,11,0.7772698794525688,0
4,1,17,0.6885692343465459,0
4,4,12,0.4249012227295565,0
4,26,20,0.6731853236610204,0
4,2,8,0.4821531691557102,0
4,6,14,0.7741072287993427,0
4,19,8,0.1864281149269088,0
4,13,12,0.29779164707803785,0
4,22,3,0.5702959800704404,0
4,1,0,0.26423667195504064,0
4,22,13,0.3731428304621194,0
4,10,20,0.8179677956361369,0
4,22,22,0.40061359497640436,0
4,12,14,0.4595196022737312,0
4,17,23,0.8936952616853091,0
4,4,14,0.5963567415722568,0
4,3,10,0.46879204666136315,0
4,2,3,0.6479306303449343,0
4,28,7,0.5266973490885329,0
4,24,0,0.4592545743916804,0
4,24,13,0.5755658442444316,0
4,11,17,0.4637229193781428,0
4,10,17,0.6669502652649765,0
4,26,15,0.6534952145040066,0
4,13,6,0.5521034843707506,0
4,0,18,0.6345886408990079,0
4,10,4,0.48921903019885216,0
4,16,10,0.7307180686633851,0
4,25,3,1.8543708631049118,1
4,20,19,0.18738210036791714,0
4,2,13,0.588600426089475,0
4,7,14,0.4440863391466914,0
4,21,2,0.6348898804807337,0
4,1,5,1.6438352672762964,1
4,8,12,1.2877782634282369,1
4,29,5,0.3214424969016232,0
4,11,1,0.09491638333590408,0
4,14,20,0.19568063147346604,0
4,19,13,0.6281085870149548,0
4,27,19,0.39492222607261085,0
4,18,17,0.2557009873866869,0
4,18,0,0.3665384665291236,0
4,25,19,0.7482784662626378,0
4,10,16,0.28156727345638205,0
4,14,17,0.5425899947343246,0
4,18,7,0.46315239211089937,0
4,7,8,0.5001000130067259,0
4,9,23,0.523576901220671,0
4,17,18,0.7793923160915679,0
4,5,17,0.6105134781314022,0
4,8,4,0.4523779127375892,0
4,28,2,0.5772006629919602,0
4,6,19,0.7499237810593333,0
4,14,19,0.6147374060005107,0
4,26,7,0.31094946838450455,0
4,19,14,0.5246156403312362,0
4,24,2,1.451675299296287,1
4,19,12,0.49354387779010594,0
4,13,7,0.5552992286747767,0
4,22,6,0.8795534033491954,0
4,4,8,0.6522611126818905,0
4,4,18,0.42465991401928693,0
4,28,3,0.49008064759505077,0
4,8,20,0.7340397418393207,0
4,26,21,0.7002937251068277,0
4,15,21,0.39699834472886164,0
4,3,20,1.729441603271549,1
4,0,7,0.5548054705344171,0
4,3,17,0.3328010316807433,0
4,22,17,0.5533636792590804,0
4,28,16,0.8419656372153996,0
4,22,10,0.19143969695807078,0
4,22,23,0.4634862051240918,0
4,24,22,0.45581154769904786,0
4,29,1,1.2770417984135218,1
4,5,20,0.6275696213031963,0
4,1,4,0.20633268769318097,0
4,1,19,0.7166546486932434,0
4,1,18,0.7220697959828586,0
4,3,1,0.21163111480005747,0
4,6,23,0.09483842537772458,0
4,23,5,0.3598694691310891,0
4,26,5,1.7154944344431877,1
4,2,18,0.6693541550432988,0
4,0,11,0.7329229980620713,0
4,13,14,0.2965189957420583,0
4,24,10,0.3279614609155003,0
4,7,10,0.3404372503325328,0
4,11,22,0.3628003916561157,0
4,22,19,0.5740122230537911,0
4,18,2,0.7563984506188609,0
4,28,12,0.5466185305029574,0
4,18,19,0.2992677576656395,0
4,7,9,0.5392608833848711,0
4,21,9,0.6398040617167791,0
4,27,1,0.4787024233638906,0
4,3,11,0.2084784642008985,0
4,9,2,0.2308336430915156,0
4,20,5,0.6653283070779793,0
4,21,3,0.5695330492814852,0
4,19,11,0.13198445109884943,0
4,25,21,0.3315005017266598,0
4,26,9,0.5215408295583461,0
4,17,14,0.7888974977893002,0
4,3,7,0.6609002111897919,0
4,0,23,0.36156955758462195,0
4,0,15,1.7977505653319237,1
4,17,3,0.7230933366190423,0
4,18,13,0.8316970083936162,0
4,11,11,0.048750013050354646,0
4,10,7,0.9640081444034518,0
4,12,8,0.39601335310149194,0
4,22,1,0.6789294375147745,0
4,20,7,0.3419974395837848,0
4,11,0,0.4702061380465406,0
4,15,20,1.050144606107466,0
4,13,19,0.0015287594194197673,0
4,13,22,0.7562785097965674,0
4,17,17,0.34570607095570144,0
4,0,9,0.7509623886938339,0
4,10,9,0.31918634205279994,0
4,0,22,0.8015267117827368,0
4,9,5,0.48689709818825355,0
4,26,4,0.7262460183318027,0
4,29,8,0.10629915731238926,0
4,15,2,0.4962990793540675,0
4,25,1,0.6518180790776794,0
4,8,11,0.42439842019635654,0
4,17,21,0.561224140202392,0
4,3,21,0.5772615763561736,0
4,23,7,1.8601060705757204,1
4,11,20,0.5043887616430665,0
4,16,21,0.18048016608091355,0
4,7,16,0.7073293658838511,0
4,24,4,0.5677783196437043,0
4,13,2,0.5335035225060085,0
4,6,9,0.39511037274746963,0
4,3,3,0.3135774507087462,0
4,15,0,0.601065300015613,0
4,11,13,0.543605018426513,0
4,2,20,0.4801811399517462,0
4,17,1,1.1774735610190024,1
4,7,20,0.5304869533748372,0
4,11,7,0.7447420681338581,0
4,9,20,0.30144696484963585,0
4,3,16,0.673150546601918,0
4,25,9,0.47166604292867925,0
4,4,21,0.7230866594762269,0
4,5,5,0.945203777153338,0
4,24,14,0.381385573113554,0
4,12,1,0.7963031585683167,0
4,9,22,0.375079818646332,0
4,0,0,0.79289086245346,0
4,29,15,0.24710031860900689,0
4,13,20,0.30355198415536266,0
4,21,12,0.3843466825205147,0
4,15,9,0.7865744862534163,0
4,11,14,0.3042371507837721,0
4,4,20,0.6210447402036511,0
4,9,12,0.09864426244670371,0
4,13,21,0.6057035768789852,0
4,14,10,0.441318896831591,0
4,11,10,0.3841909327663701,0
4,28,15,0.26065063801499544,0
4,6,0,0.6800797176790128,0
4,17,4,0.36690921339382065,0
4,16,20,0.31508717712438,0
4,27,2,0.40924150296718326,0
4,21,19,0.6731905367833291,0
4,11,4,0.4688868610956329,0
4,20,17,0.5188248535578552,0
4,12,19,0.44773418810970644,0
4,12,22,0.554503165164182,0
4,1,22,0.45500534014233696,0
4,10,21,0.6148142441788003,0
4,8,3,0.7872670811411957,0
4,29,23,0.4910213939754926,0
4,25,2,0.29238229923674264,0
4,4,11,0.6945993090666001,0
4,20,14,0.35498065580516447,0
4,22,9,0.652805956314572,0
4,14,13,0.7416695635147126,0
4,4,4,0.4374967678648659,0
4,16,15,0.48716316774223617,0
4,26,19,0.48985815602690325,0
4,21,17,0.4594631196325778,0
4,15,1,0.4181766772689497,0
4,7,11,0.6256764072075246,0
4,12,16,0.8001299579466084,0
4,25,17,0.045209958152690966,0
4,28,19,0.2795381051517416,0
4,6,5,0.8046477243424517,0
4,5,4,0.7211809971834545,0
4,23,16,0.47815351396269107,0
4,26,0,0.6717236796152031,0
4,7,17,0.8803118510227341,0
4,28,20,0.2036443389006326,0
4,17,16,0.6651452725894358,0
4,15,11,0.3281944922262582,0
4,29,13,0.3287003525181602,0
4,21,14,0.5397392368762807,0
4,13,9,0.37528478175959695,0
4,29,7,0.5069427497505123,0
4,5,22,0.9993635680712992,0
4,5,21,0.5567180023045666,0
4,17,15,0.37906758650095684,0
4,13,8,0.0,0
4,0,19,0.14708081814459056,0
4,7,4,0.5154289571766253,0
4,24,8,0.5182201733212245,0
4,13,0,0.8387101581430711,0
4,27,21,0.2872420767795937,0
4,0,12,0.6464469014265307,0
4,12,17,0.6816672322162189,0
4,14,18,0.7482294687757454,0
4,1,1,0.28562863955350426,0
4,22,7,0.31042145654620273,0
4,7,1,0.3908314828057845,0
4,1,14,0.28898189833502314,0
4,23,20,0.35913496195829375,0
4,10,5,0.3035392839245371,0
4,12,10,0.5363529366399526,0
4,19,9,0.569341995520984,0
4,11,8,0.26503173832341265,0
4,6,10,0.3529393078636095,0
4,5,6,0.502184897114711,0
4,28,6,0.745051747417803,0
4,14,5,0.8058593101679067,0
4,11,23,0.3144431781878478,0
4,4,17,0.2716656356521219,0
